Loan Number,Tell Us About You,Has SSN,US Citizen,Enrollment Status,STEM,Credit Score 1,Credit Score 2,GPA,Approved Loan Amount,Interest Rate,Test Loan,Early Risk Score
2107,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,3.4,21794,11.99,0,0.7
2108,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0.7
2109,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,730,0,3.2,10000,13.99,0,0.7
2110,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,631,0,3.52,6000,11.99,0,#N/A
2111,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,No,,764,0,25000,11.99,0,0
2113,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,763,0,3.82,23000,11.99,0,0
2114,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,,0,3.3,20000,11.99,0,0
2115,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,628,0,3.19,15000,11.99,0,0.5
2116,I am currently enrolled,No,FALSE,3rd Year Undergraduate,Yes,,588,0,25000,13.99,0,0
2117,I am currently enrolled,No,FALSE,3rd Year Undergraduate,Yes,,588,0,25000,13.99,0,0
2118,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,720,0,3.8,25000,11.99,0,0
2119,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,686,0,3.48,17742,13.99,0,0
2121,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,19500,11.99,0,0
2122,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,736,0,3.45,11500,13.99,0,0
2124,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,Yes,650,,3.2,4000,11.99,0,0
2125,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
2126,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,750,3.5,3000,11.99,0,0.6
2127,I am currently enrolled,Yes,FALSE,Beyond 3rd Year Graduate,Yes,643,0,4,16000,11.99,0,0.6
2128,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,0,10000,11.99,0,#N/A
2129,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,628,0,0,24500,11.99,0,0
2135,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.55,16000,11.99,0,0
2136,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.83,25000,11.99,0,0
2138,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,4,20000,11.99,0,0
2144,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,,0,25000,11.99,0,0
2145,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,15000,11.99,0,#N/A
2147,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,640,0,3,25000,13.99,0,0
2148,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,754,0,4,7000,11.99,0,0
2149,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,2.5,25000,11.99,0,0
2150,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
2151,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,0,6415,11.99,0,0
2152,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,614,0,3.2,6173,13.99,0,0
2153,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.75,19322,11.99,0,0
2154,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,653,0,0,21000,11.99,0,0
2155,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0,0
2156,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,711,0,3,12000,11.99,0,0
2157,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.54,16000,11.99,0,0
2158,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,698,671,3.2,9000,11.99,0,0
2159,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,689,711,3.72,12000,11.99,0,0
2161,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,650,0,3.7,11000,11.99,0,1.1
2162,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,661,622,0,15600,11.99,0,0
2163,I am currently enrolled,No,TRUE,3rd Year Undergraduate,No,659,0,3.22,5674,9.99,0,#N/A
2164,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,1.3
2165,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,3.7,25000,11.99,0,0
2167,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3.55,25000,11.99,0,0
2168,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,723,0,4,25000,11.99,0,0
2169,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3,10000,11.99,0,0.2
2171,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,Yes,,0,3.13,18000,9.99,0,0
2172,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,694,,3,17600,11.99,0,0
2173,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,639,0,0,16000,11.99,0,0
2174,I am currently enrolled,No,FALSE,2nd Year Graduate,No,687,0,0,25000,11.99,0,0
2175,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,741,0,0,10300,11.99,0,0
2176,I am currently enrolled,Yes,TRUE,1st Year Undergraduate,No,,0,3.2,3185,9.99,0,0
2180,I am currently enrolled,Yes,TRUE,1st Year Graduate,Yes,,0,3.2,20000,7.99,0,0
2182,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
2183,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,4134,7.99,0,0
2184,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,686,0,3.31,17725,11.99,0,0
2185,I am currently enrolled,No,FALSE,2nd Year Graduate,No,726,0,3.67,13000,11.99,0,0
2186,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,661,0,3.48,15000,11.99,0,0
2187,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0.7
2188,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,675,0,3.31,25000,13.99,0,0
2190,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,21000,11.99,0,0
2191,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,17000,11.99,0,0
2195,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,742,733,3.7,6000,11.99,0,0
2198,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0,0.3
2199,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,0,3.89,25000,13.99,0,0
2200,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,641,0,3.28,25000,13.99,0,0
2201,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,0,3.2,15000,13.99,0,0
2203,I am currently enrolled,No,FALSE,1st Year Graduate,No,733,0,0,25000,11.99,0,0
2204,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3.6,5000,13.99,0,1.8
2207,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,754,774,3.75,16800,11.99,0,0
2208,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
2209,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,720,0,0,14662,11.99,0,0
2210,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,0,18000,11.99,0,0
2211,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,688,0,10000,11.99,0,0
2212,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,Yes,,,3.13,5000,9.99,0,1.9
2213,I am currently enrolled,No,FALSE,Select enrollment status,Yes,631,0,3.84,5000,11.99,0,0.2
2214,I have been accepted to study,Yes,FALSE,3rd Year Undergraduate,No,,0,0,23500,13.99,0,0
2215,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.67,23723,11.99,0,0
2217,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,,0,18615,11.99,0,0
2218,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,692,0,4,6000,11.99,0,0
2219,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,4,4500,11.99,0,0.2
2221,I am currently enrolled,No,FALSE,Beyond 3rd Year Graduate,No,,0,0,25000,11.99,0,0
2222,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3.3,25000,13.99,0,0
2223,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,739,0,3.53,8400,11.99,0,0
2224,I am currently enrolled,No,FALSE,2nd Year Graduate,No,650,0,3.05,20000,11.99,0,0
2226,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.7,13409,11.99,0,0
2227,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,678,0,0,20000,11.99,0,0
2228,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,662,0,3.85,25000,11.99,0,0
2229,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,783,0,2.82,25000,11.99,0,0
2230,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,665,0,3.35,5000,11.99,0,#N/A
2231,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,3.65,15500,11.99,0,0
2232,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,18500,11.99,0,0
2234,I have been accepted to study,Yes,FALSE,2nd Year Graduate,No,639,0,3.31,8000,11.99,0,0
2235,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,3000,11.99,0,0
2236,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,10000,11.99,0,0
2238,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,637,0,3.47,22000,11.99,0,0.6
2239,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,720,0,0,25000,11.99,0,0
2240,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,751,0,3.89,10000,11.99,0,0
2241,I am currently enrolled,No,FALSE,4th Year Undergraduate,Yes,,0,3.64,25000,13.99,0,0
2242,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,691,0,3.3,7000,11.99,0,0
2243,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,,0,25000,11.99,0,0
2244,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,729,0,3.9,20000,11.99,0,0
2246,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
2250,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,731,0,3.15,25000,13.99,0,0
2251,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,0,20866,7.99,0,0
2254,I am currently enrolled,No,FALSE,2nd Year Graduate,No,647,0,3.5,4975,11.99,0,0
2255,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,,0,12500,13.99,0,0
2262,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,659,0,3.42,5000,11.99,0,0
2263,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,3.92,17000,11.99,0,0
2264,I am currently enrolled,No,FALSE,5th Year Undergraduate,Yes,,0,2.71,20000,13.99,0,0
2266,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,18000,11.99,0,0
2267,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,680,0,2.6,17500,13.99,0,0
2268,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,733,0,3.6,7000,11.99,0,0
2270,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,3.66,13200,11.99,0,0
2271,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,743,0,0,8500,11.99,0,0
2273,I am currently enrolled,No,FALSE,4th Year Undergraduate,Yes,,0,3.72,10000,13.99,0,0
2275,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,4,10000,11.99,0,0
2276,I am currently enrolled,Yes,FALSE,5th Year Undergraduate,Yes,,,3.33,13021,13.99,0,0.7
2277,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,739,0,0,13000,11.99,0,0
2278,I am currently enrolled,No,FALSE,4th Year Undergraduate,No,,0,2.7,7000,13.99,0,0
2280,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.53,25000,11.99,0,0
2283,I am currently enrolled,No,FALSE,2nd Year Graduate,No,695,0,3.11,19691,11.99,0,0
2286,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,713,0,3.2,15000,11.99,0,0
2287,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,732,0,3.95,25000,11.99,0,0
2288,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,618,,3.48,3066,11.99,0,#N/A
2289,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,8710,11.99,0,0
2293,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.85,10000,11.99,0,0
2294,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,672,0,0,25000,11.99,0,0
2297,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,757,0,3.1,10000,11.99,0,0
2300,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,683,0,3.67,18000,11.99,0,0
2302,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,683,0,3.67,18000,11.99,0,0
2304,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,624,0,3.39,5000,11.99,0,0
2305,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,696,0,3.25,8000,11.99,0,0
2308,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.5,19560,11.99,0,0
2309,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,0,18000,11.99,0,0
2310,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3.35,12500,11.99,0,0
2311,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,698,,3.42,5000,11.99,0,0
2313,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,,0,3.55,3519,13.99,0,0
2316,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,606,0,3.9,10500,11.99,0,0
2317,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,764,0,3.78,8000,11.99,0,0
2318,I am currently enrolled,No,FALSE,2nd Year Graduate,No,687,,0,25000,11.99,0,0
2320,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,4000,11.99,0,0
2329,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,23000,11.99,0,0
